0.00018,5328352,69560,103417019,1
0.00018,9915743,295765,103441767,1
0.00018,70694243,661563,160700160,1
0.00018,71513822,1171419,312371395,1
0.00019,156414,1433,50100094,1
0.00019,156414,1433,50100094,1
0.00019,156414,1433,50100094,1
0.00019,156414,435156,103202250,1
0.00019,156414,435402,103202250,1
0.00019,156414,435792,103202250,1
0.00019,156414,624996,103202250,1
0.00019,156414,624999,103202250,1
0.00019,156414,625006,103202250,1
0.00019,5328350,69560,103416757,1
0.00019,5328373,69560,103417817,1
0.00019,10184653,624999,103768626,1
0.00019,10184653,1057934,103768626,1
0.00019,44607530,1204630,104245790,1
0.0002,2776,260895,103303045,1
0.0002,123631,748094,103244983,1
0.0002,123631,761602,103244983,1
0.0002,123631,1129568,103244983,1
0.0002,176870,473321,103177459,1
0.0002,10184653,625003,103768626,1
0.0002,71512060,1171419,312371392,1
0.0002,72202931,1270378,336883698,1
0.0002,78209992,1250405,318392799,1
0.0002,78209992,1250408,318392799,1
0.0002,127027694,1274048,336869239,1
0.000208,23290441,241077,103460665,1
0.00022,156414,1433,50100094,1
0.00022,156414,435907,103202250,1
0.00022,156414,625005,103202250,1
0.00022,5328351,69560,103417694,1
0.00022,5328969,381969,103302478,1
0.00023,6445562,1433,50100098,1
0.00023,6445562,435906,103730344,1
0.00023,10184653,625005,103768626,1
0.00023,46831435,661563,160683984,1
0.0002399,5328298,345876,103359315,1
0.00024,156414,1433,50100094,1
0.00024,156414,435525,103202250,1
0.00024,156414,625003,103202250,1
0.00024,5328202,69421,103304769,1
0.00024,5328298,66623,103359315,1
0.00024,6445562,1433,50100098,1
0.00024,6445562,1433,50100098,1
0.00024,6445562,435157,103730344,1
0.00024,6445562,435652,103730344,1
0.00024,6445562,510254,103730344,1
0.0002455,5328202,320960,103304769,1
0.0002455,44457039,320960,103577061,1
0.00025,2776,1244850,103303045,1
0.00025,5328193,69421,103304090,1
0.00025,5328342,66599,103237946,1
0.00025,10184653,624996,103768626,1
0.00025,10520057,69411,103237579,1
0.00025,15603105,510254,123097552,1
0.00025,123134714,1270393,336867336,1
0.0002512,5328342,320960,103237946,1
0.0002512,9820644,345876,103237399,1
0.00026,156414,1433,50100094,1
0.00026,156414,1433,50100094,1
0.00026,156414,1433,50100094,1
0.00026,156414,435653,103202250,1
0.00026,156414,435791,103202250,1
0.00026,156414,435906,103202250,1
0.00026,156414,624997,103202250,1
0.00026,156414,625001,103202250,1
0.00026,156414,625002,103202250,1
0.00026,71244639,1171419,312371397,1
0.00026,72201501,1270394,318396217,1
0.00026,118724346,1175520,312374394,1
0.00027,5328409,66596,103398377,1
0.00027,6445562,1433,50100098,1
0.00027,6445562,435653,103730344,1
0.00027,46831434,661563,160667934,1
0.00027,70690021,661563,160689341,1
0.00027,71244643,1171419,312371393,1
0.00027,90185983,1270394,336870957,1
0.00027,134138227,1330924,374291131,1
0.00028,156414,625004,103202250,1
0.00028,5328323,66623,103360139,1
0.00028,5328370,69560,103417846,1
0.00028,46239453,661563,160700159,1
0.0002818,5328323,345876,103360139,1
0.0002818,44457084,320960,103577139,1
0.00029,5328233,69415,103431526,1
0.00029,52946868,510254,123095272,1
0.00029,57341660,662478,160673040,1
0.00029,70683719,661563,160673277,1
0.0003,176870,1170825,103177459,1
0.0003,176870,1274047,103177459,1
0.0003,11566580,260895,103480257,1
0.0003,57341490,662478,160689092,1
0.0003,71514053,1171419,312371402,1
0.0003,78209992,1250410,318392799,1
0.00031,2051,69421,103166322,1
0.00031,71514054,1171419,312371400,1
0.00031,74223816,1309513,336902653,1
0.00031,118724341,1175520,312374389,1
0.0003162,2051,320960,103166322,1
0.00032,118721146,1174871,312369619,1
0.00032,118724344,1175520,312374392,1
0.00032,122186150,1241296,318383807,1
0.00033,6445562,1433,50100098,1
0.00033,6445562,435792,103730344,1
0.00033,118724356,1175520,312374405,1
0.00034,5328241,69402,103432063,1
0.00035,44259,625004,123092436,1
0.00035,176870,1433,50100099,1
0.00035,176870,435906,103177459,1
0.00035,176870,625002,103177459,1
0.00035,5328194,69421,103304051,1
0.00035,5328364,69560,103416900,1
0.00035,127050067,1309513,336903600,1
0.00036,45141350,457029,103722291,1
0.00037,2776,719885,103303045,1
0.00037,5328280,66625,103215318,1
0.00037,5329079,69562,103376183,1
0.00037,9915743,624998,103441767,1
0.00037,9915743,625005,103441767,1
0.00037,45141586,457029,103722289,1
0.00037,71014204,1343427,374288737,1
0.00037,118724355,1175520,312374404,1
0.0003715,5328280,345876,103215318,1
0.0003715,44564168,345876,103592267,1
0.00038,6445562,1433,50100098,1
0.00038,6445562,435791,103730344,1
0.00038,11660896,283008,174504822,1
0.00038,57341488,662478,160694548,1
0.00038,57341660,662480,160673040,1
0.00038,74223711,1309513,336903931,1
0.00039,5328243,66596,103214364,1
0.0004,4709,473322,103455939,1
0.0004,123631,512580,103244983,1
0.0004,176870,383062,103177459,1
0.0004,176870,1317873,103177459,1
0.0004,9908666,67282,103237121,1
0.0004,54759463,1345127,318432845,1
0.0004,54759840,1345127,318437690,1
0.0004,54760383,1345127,163331795,1
0.0004,92132732,1274048,336870589,1
0.0004,127024864,1273654,336865163,1
0.0004,127046321,1298661,336898459,1
0.00041,57341295,662478,160678387,1
0.00041,72190112,771345,174498444,1
0.0004169,44564330,345876,103592657,1
0.0004169,44564436,345876,103592870,1
0.00042,6445562,1433,50100098,1
0.00042,6445562,435402,103730344,1
0.00042,9995195,67284,103202152,1
0.00042,9995195,69411,103202152,1
0.00042,44607530,1204629,104245790,1
0.0004266,5329096,345876,103375829,1
0.00043,4709,381969,103455939,1
0.00043,5329096,69562,103375829,1
0.00043,57341104,662478,160673038,1
0.00043,72201349,1270394,318396216,1
0.0004365,5328242,345876,103215289,1
0.0004365,44564193,345876,103592385,1
0.0004365,44564399,345876,103592813,1
0.00044,5328242,66454,103215289,1
0.00044,5328242,66596,103215289,1
0.00044,5328242,66625,103215289,1
0.00044,5328242,69402,103215289,1
0.00044,5328243,66454,103214364,1
0.00044,5328243,66625,103214364,1
0.00044,5328243,69415,103214364,1
0.00044,5328371,69560,103417844,1
0.00044,5329086,69562,103376171,1
0.00044,6445562,1433,50100098,1
0.00044,6445562,1433,50100098,1
0.00044,6445562,435156,103730344,1
0.00044,6445562,435907,103730344,1
0.0004467,44564303,345876,103592595,1
0.00045,123631,1174871,103244983,1
0.00045,123631,1175520,103244983,1
0.00045,5328376,69719,103417956,1
0.00045,5329246,69549,103262354,1
0.00045,9820644,67282,103237399,1
0.00045,57341488,662480,160694548,1
0.00046,57341488,662481,160694548,1
0.00046,57341490,662480,160689092,1
0.00047,176870,1433,50100099,1
0.00047,176870,435653,103177459,1
0.00047,176870,625001,103177459,1
0.00047,45265311,66596,103678491,1
0.00047,74223711,1309512,336903931,1
0.00047,101879115,1175520,312374395,1
0.00047,118721144,1174871,312369617,1
0.0004786,44564334,345876,103592661,1
0.00048,176870,1433,50100099,1
0.00048,176870,435791,103177459,1
0.00048,176870,624997,103177459,1
0.00048,10662351,67282,103236916,1
0.00049,70681325,457029,160667336,1
0.00049,118721150,1174871,312369623,1
0.00049,118724354,1175520,312374403,1
0.000495,127050556,1306574,336904292,1
0.0005,176870,1264567,103177459,1
0.0005,5329072,69562,103375724,1
0.0005,10184653,719885,103768626,1
0.0005,10184653,1171419,103768626,1
0.0005,11518389,260895,103480268,1
0.0005,24821094,1343367,136940589,1
0.0005,24821094,1344038,136940589,1
0.0005,46197128,473322,103746579,1
0.0005,70681324,457029,160667335,1
0.0005,72201349,1270378,318396216,1
0.0005,72202930,1270378,318396220,1
0.0005,72202930,1270394,318396220,1
0.0005,72202931,1270394,336883698,1
0.0005,92132733,1274047,336870997,1
0.0005,92132733,1274048,336870997,1
0.0005,118721151,1174871,312369624,1
0.0005,127024862,1273654,336865161,1
0.0005,127026710,1273654,336867825,1
0.0005,127027694,1274047,336869239,1
0.00052,123631,435906,103244983,1
0.00052,123631,625002,103244983,1
0.00052,176870,1433,50100099,1
0.00052,176870,1433,50100099,1
0.00052,176870,435402,103177459,1
0.00052,176870,435652,103177459,1
0.00052,176870,624999,103177459,1
0.00052,176870,625000,103177459,1
0.00052,118724342,1175520,312374390,1
0.00053,57341104,662480,160673038,1
0.00053,71244644,1171419,312371401,1
0.00054,123631,1433,50100103,1
0.00054,123631,435791,103244983,1
0.00054,123631,624997,103244983,1
0.00054,10832923,67282,103236811,1
0.00054,118724348,1175520,312374397,1
0.00054,134143733,1343427,374310886,1
0.0005495,44564064,345876,103592126,1
0.00055,5328982,69562,103303564,1
0.00056,5328353,69560,103417018,1
0.00056,5329090,69562,103375950,1
0.00056,57341104,662481,160673038,1
0.00056,71667815,1259068,318422523,1
0.00056,118721149,1174871,312369622,1
0.0005623,44564235,345876,103592469,1
0.00057,123631,1433,50100103,1
0.00057,123631,1433,50100103,1
0.00057,123631,435652,103244983,1
0.00057,123631,435653,103244983,1
0.00057,123631,625000,103244983,1
0.00057,123631,625001,103244983,1
0.00057,10184653,770082,103768626,1
0.00057,46937467,510254,123088348,1
0.00057,118724347,1175520,312374396,1
0.00058,57341489,662478,160705270,1
0.000585,123631,1312564,103244983,1
0.0006,44259,1308941,123092436,1
0.0006,123631,771345,103244983,1
0.0006,176870,260895,103177459,1
0.0006,6445562,295762,103730344,1
0.0006,18176200,260895,103480042,1
0.0006,54760383,708978,163331795,1
0.0006,54760773,1345127,318437704,1
0.0006,127027694,1274046,336869239,1
0.0006,134136269,1317873,374283721,1
0.0006026,5328322,345876,103360192,1
0.0006026,5329092,345876,103375975,1
0.00061,5328322,66623,103360192,1
0.00061,5329092,69562,103375975,1
0.00061,9915743,625000,103441767,1
0.00061,10184653,625007,103768626,1
0.0006166,44457132,320960,103577244,1
0.00063,9915743,625006,103441767,1
0.00063,11511120,770082,174505192,1
0.00063,57341295,662480,160678387,1
0.00063,72189794,771345,174488255,1
0.000637,123631,1312565,103244983,1
0.00064,11655791,283008,104236748,1
0.00064,122186141,1241296,318383791,1
0.00065,5328360,69560,103416901,1
0.00065,118724345,1175520,312374393,1
0.00065,134140501,1330924,374299439,1
0.00066,11246488,283008,104236654,1
0.00066,44607530,775622,104245790,1
0.00066,57341489,662480,160705270,1
0.00066,71667667,1259068,318422520,1
0.00066,118721147,1174871,312369620,1
0.000662,127048978,1306574,336902097,1
0.00067,176870,1433,50100099,1
0.00067,176870,435156,103177459,1
0.00067,176870,624996,103177459,1
0.00067,5328228,69421,103304801,1
0.00067,9915743,625003,103441767,1
1.00054,123632,1434,50100104,1
1.00054,123632,435792,103244984,1
1.00054,123632,624998,103244984,1
1.00054,10832924,67283,103236812,1
1.00054,118724349,1175521,312374398,1
1.00054,134143734,1343428,374310887,1
1.0005495,44564065,345877,103592127,1
1.00055,5328983,69563,103303565,1
1.00056,5328354,69561,103417019,1
1.00056,5329091,69563,103375951,1
1.00056,57341105,662482,160673039,1
1.00056,71667816,1259069,318422524,1
1.00056,118721150,1174872,312369623,1
1.0005623,44564236,345877,103592470,1
1.00057,123632,1434,50100104,1
1.00057,123632,1434,50100104,1
1.00057,123632,435653,103244984,1
1.00057,123632,435654,103244984,1
1.00057,123632,625001,103244984,1
1.00057,123632,625002,103244984,1
1.00057,10184654,770083,103768627,1
1.00057,46937468,510255,123088349,1
1.00057,118724348,1175521,312374397,1
1.00058,57341490,662479,160705271,1
1.000585,123632,1312565,103244984,1
1.0006,44260,1308942,123092437,1
1.0006,123632,771346,103244984,1
1.0006,176871,260896,103177460,1
1.0006,6445563,295763,103730345,1
1.0006,18176201,260896,103480043,1
1.0006,54760384,708979,163331796,1
1.0006,54760774,1345128,318437705,1
1.0006,127027695,1274047,336869240,1
1.0006,134136270,1317874,374283722,1
1.0006026,5328323,345877,103360193,1
1.0006026,5329093,345877,103375976,1
1.00061,5328323,66624,103360193,1
1.00061,5329093,69563,103375976,1
1.00061,9915744,625001,103441768,1
1.00061,10184654,625008,103768627,1
1.0006166,44457133,320961,103577245,1
1.00063,9915744,625007,103441768,1
1.00063,11511121,770083,174505193,1
1.00063,57341296,662481,160678388,1
1.00063,72189795,771346,174488256,1
1.000637,123632,1312566,103244984,1
1.00064,11655792,283009,104236749,1
1.00064,122186142,1241297,318383792,1
1.00065,5328361,69561,103416902,1
1.00065,118724346,1175521,312374394,1
1.00065,134140502,1330925,374299440,1
1.00066,11246489,283009,104236655,1
1.00066,44607531,775623,104245791,1
7,156422,1433,50100090,0
7,24202429,1433,50100111,0
7.6,5291,1433,50100104,0
8.8,16007391,1433,50100089,0
9,10138259,1433,50100117,0
9.1,156422,1433,50100090,0
0,135,69558,103176360,0
0,135,69709,103176360,0
0,1328,1726,50105854,0
0,1328,1727,50105854,0
0,1328,1729,50105854,0
0.0005012,44564063,345876,103592125,1
0.000509,123631,1306574,103244983,1
0.00051,5328319,66622,103359782,1
0.00051,10671481,661563,160689340,1
0.00051,57341490,662479,160689092,1
0.00051,70694244,661563,160700161,1
0.00051,71618040,1343427,374275219,1
0.00051,118721145,1174871,312369618,1
0.0005129,5328319,345876,103359782,1
0.0005129,44456940,320960,103576850,1
0.00052,123631,1433,50100103,1
0.0004,134134898,1317873,374278757,1
0.0004,134136692,1343427,374285361,1
0.00041,5328969,241077,103302478,1
0.00041,6445562,1433,50100098,1
0.00041,6445562,435525,103730344,1
0.00041,52946569,283008,104236685,1
